-689,-164,400,-580
-686,-166,398,-584
-680,-175,400,-588
-668,-194,408,-591
-654,-214,415,-593
-640,-236,424,-595
-625,-258,432,-595
-611,-280,439,-595
-591,-308,449,-594
-581,-321,453,-593
-565,-342,461,-591
-546,-364,469,-588
-527,-386,478,-586
-504,-409,491,-580
-477,-436,505,-570
-441,-468,528,-553
-409,-493,544,-540
-383,-507,558,-532
-381,-503,560,-535
-393,-483,554,-550
-412,-457,544,-568
-433,-428,532,-586
-454,-400,521,-601
-474,-371,510,-613
-497,-335,496,-626
-508,-318,489,-633
-521,-295,480,-640
-531,-278,473,-645
-541,-255,464,-652
-545,-244,460,-655
-549,-229,455,-661
-551,-217,454,-664
-552,-206,455,-666
-551,-199,458,-667
-551,-194,463,-666
-550,-193,467,-663
-550,-193,472,-661
