-659,-162,450,-579
-659,-165,447,-580
-656,-170,447,-582
-654,-175,447,-584
-650,-180,447,-586
-645,-187,448,-588
-638,-201,449,-591
-628,-219,452,-593
-611,-246,460,-594
-588,-279,472,-593
-559,-316,491,-587
-530,-352,508,-579
-503,-383,524,-569
-475,-412,539,-559
-451,-435,550,-550
-428,-455,560,-543
-409,-468,566,-540
-394,-478,569,-539
-377,-486,570,-543
-370,-488,570,-546
-363,-489,569,-552
-360,-485,566,-560
-365,-474,559,-572
-380,-452,549,-590
-390,-437,542,-601
-404,-412,533,-617
-417,-385,526,-632
-432,-349,516,-650
-443,-319,508,-665
-451,-299,501,-673
-465,-271,490,-685
-477,-247,479,-693
-491,-221,466,-701
-495,-209,462,-704
-501,-189,456,-710
-504,-178,451,-713
-506,-171,450,-714
-507,-166,452,-714
