-560,-70,639,-521
-550,-74,645,-525
-539,-83,649,-529
-527,-95,653,-534
-512,-111,658,-539
-494,-129,664,-545
-466,-157,672,-551
-443,-181,679,-555
-419,-204,686,-558
-394,-228,691,-560
-369,-251,696,-561
-343,-273,701,-561
-317,-296,704,-560
-280,-326,710,-556
-254,-346,714,-552
-230,-364,716,-547
-209,-380,718,-542
-188,-393,720,-538
-172,-406,721,-533
-156,-417,721,-529
-144,-425,722,-525
-133,-432,723,-520
-122,-438,726,-515
-126,-432,726,-518
-136,-421,726,-525
-154,-402,725,-537
-174,-377,723,-550
-199,-347,721,-564
-223,-314,718,-578
-259,-261,713,-596
-276,-232,708,-605
-303,-188,700,-617
-326,-144,691,-627
-351,-88,682,-634
-365,-48,677,-636
-379,-9,671,-636
-388,27,666,-636
-393,60,661,-635
-390,85,659,-637
-387,104,655,-639
-390,117,649,-641
-393,127,644,-643
-393,132,640,-645
-394,137,639,-646
-393,142,638,-645
-390,143,639,-646
