-258,-127,680,-673
-250,-128,680,-676
-242,-131,678,-680
-231,-135,675,-686
-217,-141,669,-695
-202,-148,662,-705
-183,-158,654,-715
-163,-168,646,-725
-143,-178,637,-735
-123,-187,627,-745
-94,-198,614,-758
-72,-206,604,-766
-50,-213,594,-774
-29,-220,584,-780
-7,-228,576,-784
19,-237,568,-787
32,-241,564,-788
48,-244,559,-790
61,-246,556,-791
72,-246,554,-791
76,-244,554,-791
78,-238,557,-790
75,-231,562,-789
69,-224,569,-788
62,-213,575,-786
54,-202,583,-784
46,-188,590,-783
37,-173,599,-780
24,-152,612,-775
16,-141,618,-772
2,-118,633,-764
-5,-100,643,-758
-11,-83,653,-752
-17,-61,665,-743
-20,-51,670,-739
-23,-37,677,-733
-26,-24,685,-727
-30,-12,691,-721
-33,-1,697,-715
-37,9,701,-711
-40,19,704,-708
-41,29,707,-705
-44,38,709,-702
-46,49,712,-698
-48,58,714,-695
-48,66,716,-692
-49,73,719,-689
-49,79,721,-686
-48,84,723,-683
-47,88,725,-681
-47,91,726,-679
-46,92,727,-678
-46,92,727,-677
-46,92,728,-677
-46,92,729,-676
-45,90,730,-675
-44,90,730,-674
-44,91,731,-674
-43,91,731,-674
-43,91,731,-674
-43,90,731,-674
-43,90,732,-672
-43,90,732,-672
-44,89,732,-673
-44,88,732,-673
-43,87,732,-673
-43,87,732,-673
-43,86,732,-673
-43,85,732,-673
-43,85,732,-673
-42,84,734,-672
-42,83,734,-672
-42,82,734,-671
-42,81,734,-671
-42,81,734,-672
-41,79,734,-672
-40,79,734,-672
-40,77,734,-672
-40,77,735,-672
-39,75,735,-672
-39,73,736,-671
-39,73,736,-671
-38,73,736,-671
-38,72,736,-671
-37,71,737,-670
-37,70,737,-670
-36,70,738,-669
-35,69,738,-669
-35,68,738,-669
-35,67,739,-669
-35,67,739,-669
-35,67,739,-669
-36,65,738,-669
-37,64,738,-670
-36,61,738,-670
