-711,196,498,-454
-704,188,501,-464
-695,173,508,-476
-683,154,517,-491
-665,128,530,-509
-644,97,545,-526
-618,61,562,-544
-590,23,580,-559
-549,-30,603,-576
-516,-72,619,-586
-481,-113,635,-592
-444,-153,650,-595
-406,-192,666,-594
-368,-234,680,-588
-328,-279,692,-577
-287,-321,708,-558
-259,-347,719,-542
-261,-346,722,-538
-276,-328,720,-544
-303,-293,713,-559
-329,-254,703,-575
-352,-213,693,-590
-375,-171,680,-605
-396,-126,665,-619
-415,-81,649,-631
-434,-32,630,-642
-452,15,609,-651
-464,64,589,-657
-478,114,564,-662
-489,160,539,-665
-497,199,517,-667
-500,224,503,-667
-504,242,492,-666
-508,253,485,-664
-511,261,481,-662
-509,265,482,-661
-509,267,481,-660
-509,266,481,-661
-509,265,482,-661
-509,263,483,-661
-505,261,487,-662
-503,261,489,-662
-500,259,492,-662
