-684,-347,431,-473
-685,-346,428,-475
-685,-345,429,-475
-684,-346,433,-473
-681,-348,438,-469
-676,-353,447,-464
-670,-359,458,-459
-659,-369,475,-450
-652,-375,485,-444
-640,-384,501,-436
-627,-393,517,-427
-606,-409,541,-413
-588,-423,559,-401
-568,-438,577,-388
-547,-453,595,-375
-524,-468,613,-359
-498,-485,631,-343
-470,-503,648,-323
-444,-522,661,-301
-417,-540,674,-280
-387,-559,686,-255
-367,-571,694,-237
-345,-584,700,-219
-324,-597,704,-202
-303,-610,707,-185
-281,-624,709,-168
-258,-637,709,-151
-236,-649,709,-135
-212,-661,709,-116
-182,-676,707,-93
-169,-681,706,-84
-145,-689,706,-68
-133,-693,705,-64
-125,-695,704,-64
-124,-694,705,-71
-126,-691,706,-81
-131,-686,708,-93
-140,-680,710,-111
-154,-669,714,-133
-170,-656,717,-160
-198,-632,719,-206
-219,-612,720,-238
-248,-585,718,-280
-272,-561,715,-314
-296,-535,711,-344
-321,-508,706,-374
-338,-484,701,-397
-356,-454,697,-424
-374,-428,690,-447
-396,-395,680,-472
-418,-362,667,-497
-438,-327,653,-522
-459,-288,635,-548
-478,-253,619,-567
-493,-224,606,-582
-504,-198,593,-594
-513,-174,584,-604
-515,-163,582,-606
-516,-154,583,-607
-517,-149,586,-605
-517,-147,590,-602
-516,-147,593,-599
-516,-149,594,-598
