-657,1,590,-468
-654,7,585,-477
-648,8,586,-484
-640,6,590,-491
-626,0,599,-498
-609,-8,609,-507
-585,-24,623,-517
-556,-45,638,-529
-518,-77,657,-540
-474,-115,677,-549
-407,-176,704,-553
-350,-228,722,-549
-295,-277,736,-541
-243,-328,744,-528
-197,-368,747,-515
-165,-396,747,-506
-139,-418,746,-498
-120,-431,743,-496
-111,-435,739,-500
-106,-435,737,-505
-104,-435,735,-508
-105,-430,734,-514
-110,-422,733,-521
-121,-407,732,-531
-136,-389,731,-543
-161,-355,729,-561
-182,-324,729,-574
-202,-290,726,-588
-224,-250,721,-605
-248,-207,714,-620
-279,-159,699,-637
-311,-105,681,-653
-339,-51,661,-666
-359,1,644,-674
-371,65,628,-679
-378,93,619,-681
-387,139,604,-682
-391,162,596,-681
-393,178,590,-681
-393,187,589,-680
-393,194,587,-679
-394,198,586,-679
-394,201,584,-679
-394,203,582,-680
-394,203,581,-681
-393,202,579,-684
