-745,209,582,-245
-753,212,575,-236
-762,210,571,-219
-772,204,569,-191
-783,191,573,-145
-792,170,579,-87
-796,139,588,-14
-795,96,595,61
-786,41,601,137
-769,-14,604,208
-753,-49,605,250
-726,-90,606,308
-699,-120,603,363
-675,-136,595,412
-655,-149,581,457
-644,-158,564,491
-639,-166,544,517
-647,-167,521,529
-662,-162,499,533
-696,-142,470,522
-718,-128,456,508
-765,-96,431,467
-791,-78,419,438
-845,-30,390,363
-870,-4,375,317
-905,29,349,239
-931,69,321,155
-947,108,292,73
-952,134,274,6
-951,144,268,-33
