-656,-175,464,-567
-656,-173,454,-576
-649,-182,455,-580
-637,-198,460,-585
-618,-221,472,-587
-597,-248,487,-586
-559,-288,512,-583
-535,-312,527,-580
-490,-355,553,-572
-440,-399,578,-558
-381,-450,602,-537
-328,-492,616,-518
-279,-526,627,-501
-239,-553,630,-487
-222,-565,623,-492
-230,-558,616,-504
-282,-510,596,-550
-325,-464,580,-584
-423,-335,535,-649
-484,-237,489,-684
-500,-192,484,-691
-516,-151,469,-699
-520,-135,473,-697
-520,-135,475,-696
-517,-141,478,-694
-515,-149,482,-692
