-687,-333,546,-341
-683,-335,551,-341
-675,-339,558,-341
-669,-343,564,-339
-661,-349,571,-336
-652,-357,578,-334
-641,-366,587,-330
-629,-376,596,-325
-615,-386,607,-320
-600,-396,619,-314
-583,-408,631,-306
-557,-425,649,-294
-535,-439,663,-282
-513,-454,675,-270
-492,-469,686,-256
-470,-484,696,-242
-448,-500,704,-228
-426,-516,710,-213
-405,-533,715,-198
-385,-548,718,-184
-360,-568,720,-167
-346,-579,720,-158
-316,-600,720,-141
-300,-609,721,-132
-270,-624,723,-113
-249,-634,724,-100
-230,-643,725,-87
-214,-651,724,-74
-199,-657,723,-62
-186,-662,723,-55
-177,-665,723,-51
-177,-663,725,-57
-178,-660,726,-66
-184,-652,729,-85
-192,-642,734,-105
-205,-629,737,-131
-231,-611,738,-164
-255,-595,737,-191
-286,-569,736,-226
-298,-556,736,-242
-311,-538,737,-262
-327,-517,737,-285
-350,-486,734,-318
-370,-461,728,-346
-386,-441,722,-366
-401,-423,715,-383
-415,-404,708,-401
-426,-385,702,-419
-438,-365,695,-435
-449,-344,690,-449
-459,-324,682,-466
-465,-306,676,-481
-470,-290,670,-495
-473,-273,663,-510
-475,-262,658,-521
-479,-248,652,-531
-485,-233,644,-543
-490,-217,636,-554
-496,-202,628,-563
-498,-189,622,-572
-500,-179,617,-579
-501,-172,615,-583
-501,-166,615,-584
-502,-163,616,-583
-503,-161,617,-582
-504,-160,617,-581
-505,-159,618,-580
-504,-159,619,-579
-504,-160,620,-578
-504,-161,624,-573
-503,-163,626,-571
