-688,266,-435,515
-685,269,-440,512
-685,273,-444,507
-686,277,-449,499
-689,279,-453,491
-693,274,-461,480
-703,254,-480,457
-715,227,-499,433
-725,201,-514,409
-742,147,-543,363
-750,76,-575,314
-748,-28,-619,235
-750,-69,-632,177
-753,-89,-636,136
-755,-89,-636,127
-760,-68,-629,141
-768,-31,-616,169
-783,74,-564,249
-784,131,-529,296
-779,181,-492,342
-770,223,-459,382
-761,252,-432,411
-755,273,-410,430
-762,279,-394,430
-781,272,-382,410
-821,234,-378,356
-867,160,-377,280
-908,55,-389,141
-922,-37,-383,22
-921,-97,-375,-20
-916,-140,-371,-37
-911,-155,-377,-44
-909,-159,-381,-33
-909,-147,-387,-9
-909,-131,-394,11
