177,352,-844,-361
186,351,-842,-362
193,346,-842,-363
202,331,-845,-366
211,309,-851,-367
224,272,-862,-362
241,224,-877,-348
278,120,-897,-319
302,54,-903,-298
338,-45,-903,-258
358,-119,-897,-226
351,-142,-898,-221
324,-111,-908,-238
296,-81,-916,-256
246,-21,-925,-287
187,48,-926,-323
130,118,-918,-353
82,177,-907,-372
55,208,-899,-380
24,240,-890,-386
6,244,-889,-386
-5,227,-894,-383
-3,155,-917,-367
8,96,-932,-348
64,-80,-949,-297
89,-177,-940,-276
112,-244,-932,-241
125,-276,-928,-215
142,-282,-925,-207
143,-276,-928,-202
134,-262,-934,-199
