-846,-109,-264,448
-844,-114,-269,447
-844,-120,-276,442
-848,-119,-286,428
-855,-116,-300,405
-856,-131,-327,376
-852,-157,-362,341
-836,-203,-417,290
-826,-220,-446,264
-820,-228,-461,248
-823,-228,-456,247
-829,-226,-442,253
-835,-223,-427,262
-846,-215,-390,289
-852,-205,-369,307
-862,-176,-329,339
-868,-143,-287,376
-871,-108,-250,407
-870,-81,-223,430
-868,-71,-205,446
-868,-75,-204,446
-872,-95,-216,427
-876,-109,-229,409
-885,-131,-253,366
-895,-151,-278,312
-904,-156,-299,258
-910,-154,-315,217
-912,-144,-326,198
-909,-138,-331,209
-905,-131,-334,226
-899,-123,-337,247
