-790,-393,296,365
-788,-393,298,366
-788,-390,300,368
-788,-388,301,369
-787,-384,304,372
-787,-382,305,374
-787,-379,307,376
-786,-376,308,378
-786,-370,311,383
-787,-366,311,384
-795,-361,305,376
-813,-360,287,353
-835,-372,254,313
-862,-393,200,246
-884,-402,152,182
-892,-402,132,152
-894,-401,131,145
-891,-396,149,158
-887,-390,171,173
-877,-386,206,196
-868,-383,228,214
-851,-374,269,250
-828,-364,310,290
-804,-357,343,325
-784,-353,368,352
-770,-354,382,365
-773,-358,381,356
-785,-360,375,335
-810,-356,361,291
-848,-346,332,221
-895,-312,291,124
-924,-281,252,45
-936,-260,233,16
-941,-249,225,9
