892,121,-125,-414
925,122,-101,-343
940,123,-89,-302
966,120,-68,-215
976,115,-57,-173
984,107,-48,-130
987,102,-42,-107
987,103,-45,-113
983,104,-54,-134
973,102,-77,-189
959,95,-101,-246
938,87,-125,-308
911,79,-147,-375
880,76,-165,-437
850,84,-177,-488
823,98,-185,-527
804,117,-191,-550
802,126,-194,-550
810,136,-202,-532
829,140,-211,-497
860,133,-225,-436
905,123,-246,-321
934,114,-257,-217
947,108,-259,-149
957,97,-261,-75
960,87,-262,-23
961,81,-264,1
960,76,-265,11
960,80,-267,6
