-815,-83,-240,520
-814,-85,-239,520
-814,-85,-239,520
-815,-85,-238,520
-816,-82,-236,520
-817,-78,-233,521
-817,-72,-232,521
-818,-67,-233,520
-819,-64,-235,517
-824,-64,-246,505
-830,-71,-265,484
-838,-93,-300,444
-842,-130,-342,394
-843,-167,-383,336
-840,-195,-414,290
-839,-204,-425,270
-840,-205,-426,263
-848,-197,-410,269
-857,-185,-388,281
-868,-165,-355,304
-876,-142,-314,336
-881,-101,-265,376
-882,-53,-216,415
-878,-10,-178,443
-873,16,-154,462
-875,15,-152,458
-882,1,-166,439
-897,-28,-202,392
-911,-59,-244,324
-923,-79,-302,222
-925,-79,-319,188
-927,-70,-331,154
-928,-68,-333,149
-928,-68,-331,151
-927,-72,-328,165
