-373,-351,-672,533
-359,-407,-697,467
-282,-480,-724,406
-189,-548,-742,336
-98,-614,-751,220
1,-661,-744,94
128,-676,-725,-7
244,-669,-696,-81
325,-657,-669,-113
363,-650,-656,-117
334,-658,-669,-73
287,-666,-687,-7
209,-671,-705,84
101,-664,-715,189
-33,-637,-704,309
-156,-592,-674,411
-280,-528,-630,493
-349,-500,-603,513
-394,-493,-577,516
-374,-537,-575,490
-294,-619,-593,422
-150,-714,-618,292
28,-787,-603,120
229,-798,-553,-52
414,-739,-493,-194
531,-660,-459,-265
