-195,-901,-187,338
-209,-884,-161,384
-261,-829,-117,478
-304,-767,-71,559
-334,-716,-51,609
-358,-687,-49,629
-366,-705,-71,602
-359,-752,-111,540
-334,-822,-173,425
-295,-879,-240,283
-247,-911,-305,121
-180,-915,-358,-31
-120,-908,-380,-126
-88,-908,-370,-173
-90,-917,-352,-161
-109,-935,-316,-117
-130,-947,-284,-66
-174,-959,-213,64
-195,-954,-176,138
-232,-921,-101,293
-244,-897,-69,361
-258,-851,-24,456
-277,-829,-5,485
-301,-818,5,489
-330,-833,0,442
-357,-858,-17,368
-377,-892,-56,239
-383,-915,-107,65
-369,-907,-156,-127
-317,-863,-216,-326
