-588,-525,-598,138
-552,-528,-639,72
-491,-531,-689,-5
-358,-518,-766,-123
-282,-500,-797,-186
-116,-449,-838,-285
7,-411,-853,-319
113,-372,-857,-336
155,-363,-856,-332
150,-381,-856,-314
116,-409,-854,-295
7,-478,-845,-235
-117,-536,-820,-159
-251,-582,-770,-63
-371,-607,-701,33
-464,-610,-632,107
-525,-607,-578,142
-566,-604,-539,151
-579,-615,-522,112
-568,-625,-529,69
-500,-645,-572,-67
-389,-640,-627,-211
-249,-597,-668,-365
-104,-520,-688,-494
36,-439,-685,-579
152,-382,-681,-604
240,-331,-684,-603
