517,278,544,-598
538,322,558,-542
546,350,559,-514
546,417,560,-461
534,477,559,-416
520,533,554,-369
500,587,545,-327
480,628,537,-292
460,656,532,-270
445,674,530,-254
440,682,528,-246
435,687,527,-243
434,687,526,-247
434,685,526,-254
440,675,527,-266
453,659,528,-284
478,629,526,-312
504,595,515,-352
534,546,482,-428
549,494,440,-509
559,450,406,-564
565,418,382,-598
560,406,368,-619
557,406,367,-623
548,407,368,-630
542,408,365,-636
536,412,362,-640
535,421,362,-635
536,435,363,-624
537,454,364,-609
534,479,364,-592
525,522,356,-568
516,575,348,-529
520,638,338,-454
528,696,327,-357
543,732,321,-254
548,750,319,-184
553,751,321,-159
