-417,-294,-257,819
-445,-244,-244,825
-462,-252,-282,801
-447,-322,-351,756
-386,-445,-428,684
-316,-554,-490,593
-255,-642,-539,480
-154,-727,-571,346
-81,-770,-576,261
-40,-788,-573,216
-3,-806,-564,177
-23,-807,-557,192
-86,-799,-539,249
-159,-778,-509,330
-243,-728,-464,440
-339,-639,-404,558
-442,-469,-302,701
-474,-356,-231,770
-490,-297,-194,795
-513,-230,-159,811
-539,-208,-154,800
-559,-223,-165,780
-571,-288,-203,741
-578,-375,-260,675
-546,-526,-373,533
-484,-628,-453,405
-382,-716,-528,246
-244,-775,-573,102
-118,-800,-587,-3
-42,-807,-586,-38
