-711,-407,56,568
-712,-407,56,568
-712,-409,55,567
-713,-407,54,567
-714,-404,53,567
-714,-403,53,568
-713,-403,53,570
-712,-402,53,571
-713,-403,50,570
-715,-403,47,568
-717,-405,45,564
-725,-418,36,544
-730,-427,32,530
-741,-442,27,504
-753,-454,26,473
-770,-459,31,441
-785,-463,41,408
-800,-471,63,363
-805,-477,77,341
-812,-475,117,316
-813,-466,142,316
-802,-447,193,342
-784,-434,227,379
-759,-423,257,421
-728,-413,280,468
-695,-404,297,514
-666,-399,303,551
-642,-396,304,580
-632,-397,299,593
-633,-400,291,594
-652,-404,282,575
-680,-407,271,545
-720,-403,262,498
-762,-395,255,444
-800,-379,251,388
-832,-365,245,337
-842,-356,242,322
