181,350,912,-107
168,349,916,-95
120,363,921,-62
47,379,923,-19
-56,402,913,39
-179,422,882,103
-330,446,813,168
-353,484,778,184
-345,527,756,174
-288,563,762,135
-202,585,781,73
-79,584,807,-15
49,561,818,-109
160,521,816,-188
248,478,802,-255
291,451,791,-289
309,443,790,-286
301,448,797,-269
271,466,810,-226
214,503,822,-152
136,547,823,-61
0,606,790,84
-86,627,756,162
-223,642,684,261
-371,625,573,376
-424,611,513,426
-427,611,504,434
-392,626,528,417
-380,627,544,406
-353,625,583,378
-333,624,606,360
-275,624,656,320
-240,622,681,299
-176,605,735,247
-146,588,765,215
-95,561,805,162
-44,530,839,113
-4,499,862,75
28,470,880,46
54,447,892,22
73,432,898,0
83,420,903,-23
90,412,905,-33
113,399,908,-51
134,398,904,-67
162,397,899,-79
196,394,893,-83
208,391,893,-75
186,393,898,-52
131,402,905,-18
42,419,906,27
-58,437,893,81
-167,455,861,147
-264,468,817,204
-321,489,776,233
-335,523,746,239
-302,557,741,216
-241,587,753,170
-140,608,775,90
-28,608,793,0
81,584,802,-92
172,548,800,-167
230,516,795,-215
267,494,790,-244
266,494,792,-238
248,504,799,-210
197,533,810,-143
143,560,811,-84
40,598,799,24
-130,636,735,193
-227,635,686,269
-358,619,574,397
