-754,-353,-131,537
-752,-354,-132,538
-750,-357,-132,539
-749,-359,-134,539
-748,-361,-135,538
-746,-370,-137,535
-744,-376,-139,532
-742,-382,-141,530
-739,-393,-144,526
-740,-406,-151,514
-741,-416,-155,502
-747,-434,-158,477
-756,-450,-158,446
-773,-469,-154,397
-784,-482,-147,360
-794,-494,-134,326
-803,-499,-112,302
-811,-500,-82,291
-815,-490,-44,304
-813,-475,-8,334
-802,-456,22,385
-784,-435,48,438
-763,-416,66,488
-744,-400,76,529
-729,-398,76,550
-722,-403,71,557
-727,-413,63,543
-736,-420,56,527
-756,-427,46,492
-784,-429,37,444
-812,-429,31,393
-843,-423,25,329
-854,-419,22,304
