-81,-392,910,-96
-79,-360,923,-101
-74,-287,947,-114
-72,-245,959,-120
-65,-178,973,-123
-53,-110,984,-123
-28,-47,991,-118
7,4,993,-111
57,37,992,-98
112,51,988,-89
169,32,981,-83
220,-9,972,-80
255,-79,959,-83
280,-161,941,-90
290,-276,910,-104
289,-328,891,-112
284,-393,864,-126
275,-443,841,-141
265,-467,829,-154
255,-473,826,-167
247,-448,840,-177
242,-406,862,-179
243,-334,893,-173
248,-242,924,-157
259,-135,943,-154
264,-71,951,-141
272,7,952,-135
277,49,951,-123
284,71,949,-110
291,72,948,-94
287,67,950,-97
281,59,951,-105
277,53,952,-115
