-695,-392,101,593
-702,-394,98,584
-709,-399,95,572
-720,-408,92,553
-725,-413,89,542
-732,-420,88,528
-740,-424,88,513
-750,-426,86,497
-760,-428,83,481
-770,-430,80,463
-780,-431,80,444
-792,-433,84,420
-804,-432,93,396
-816,-426,110,371
-826,-420,132,349
-830,-413,162,336
-830,-402,197,330
-822,-389,236,340
-807,-381,272,357
-784,-379,299,387
-755,-382,322,421
-721,-386,339,463
-674,-393,352,516
-654,-393,354,539
-628,-395,355,567
-614,-396,351,584
-608,-396,345,593
-615,-398,339,589
-629,-401,333,576
-654,-399,326,552
-687,-391,319,521
-729,-379,311,476
-772,-361,302,423
-826,-336,288,347
-841,-327,285,320
