-679,-318,388,533
-680,-322,388,530
-679,-321,388,532
-679,-319,388,534
-678,-317,388,536
-678,-314,388,538
-677,-313,387,540
-676,-314,387,541
-675,-316,385,543
-673,-316,385,545
-671,-317,383,548
-668,-317,382,552
-665,-319,381,556
-664,-320,378,558
-669,-319,378,553
-685,-316,377,536
-713,-318,378,496
-740,-315,384,452
-760,-300,400,413
-776,-277,426,372
-780,-262,440,356
-780,-245,466,335
-769,-235,496,324
-746,-233,529,327
-708,-242,558,357
-662,-256,578,400
-614,-273,586,451
-568,-292,585,499
-533,-312,577,533
-509,-329,568,555
-507,-337,561,559
-520,-337,557,550
-556,-325,561,518
-604,-300,569,469
-675,-236,579,389
-696,-210,582,361
-710,-191,583,343
-710,-185,580,352
-707,-184,578,362
-702,-189,577,369
