-709,-334,377,491
-710,-335,377,490
-710,-332,378,491
-708,-328,380,494
-709,-321,379,500
-706,-318,379,504
-704,-317,380,508
-703,-318,379,509
-702,-319,379,510
-698,-323,380,512
-695,-325,381,514
-693,-326,381,516
-689,-326,382,520
-687,-325,382,524
-683,-326,381,529
-684,-327,379,529
-694,-331,373,518
-710,-333,368,498
-741,-336,367,449
-756,-333,371,422
-772,-320,384,390
-783,-303,402,364
-783,-284,428,349
-776,-267,456,340
-748,-258,500,350
-723,-258,522,370
-674,-270,547,414
-619,-287,563,464
-563,-310,568,512
-514,-331,566,551
-488,-348,561,569
-479,-360,556,574
-496,-363,556,558
-525,-358,559,531
-574,-333,568,485
-625,-298,579,429
-672,-247,587,375
-702,-214,589,337
-711,-198,588,328
-710,-191,589,332
-704,-192,591,342
