-72,102,901,-414
-80,112,899,-414
-96,128,896,-413
-119,146,892,-409
-160,173,885,-399
-181,189,881,-392
-212,212,874,-381
-237,236,865,-371
-256,262,856,-363
-269,286,846,-358
-272,309,836,-360
-263,330,827,-368
-237,344,820,-389
-204,351,814,-413
-161,345,811,-442
-118,332,808,-469
-75,313,807,-494
-34,292,804,-515
0,271,803,-530
29,250,801,-542
48,235,800,-548
61,223,801,-550
64,221,802,-549
57,225,806,-544
43,234,809,-536
18,251,815,-521
-8,274,819,-503
-46,313,821,-474
-72,346,819,-451
-95,377,815,-427
-109,395,814,-410
-127,428,812,-373
-133,443,810,-357
-139,458,809,-339
-141,466,808,-328
-138,467,809,-326
