-112,-521,837,-117
-108,-475,862,-137
-103,-434,882,-149
-100,-406,894,-159
-94,-361,911,-173
-88,-329,922,-181
-73,-280,938,-189
-53,-231,951,-196
-10,-171,966,-192
34,-136,973,-179
66,-121,975,-169
128,-123,972,-152
155,-144,966,-144
192,-195,952,-133
214,-272,930,-122
226,-357,898,-116
227,-442,858,-120
223,-517,816,-127
215,-570,781,-136
203,-606,755,-141
190,-620,747,-145
176,-619,750,-149
161,-595,772,-152
147,-554,804,-151
141,-491,845,-152
139,-411,887,-155
134,-274,934,-182
129,-210,948,-197
128,-150,959,-201
131,-113,965,-195
