-710,-391,90,577
-717,-389,87,570
-722,-389,84,564
-725,-392,83,559
-728,-393,82,555
-730,-393,80,551
-734,-393,79,546
-739,-393,77,540
-745,-398,71,529
-751,-409,63,513
-762,-428,56,481
-769,-436,56,462
-784,-442,63,429
-805,-441,83,385
-814,-438,99,366
-824,-429,127,345
-825,-415,166,343
-817,-401,206,356
-797,-391,243,388
-769,-384,276,427
-734,-380,300,474
-686,-376,320,532
-664,-376,324,557
-638,-376,325,586
-623,-378,320,604
-615,-380,313,614
-617,-382,309,614
-633,-389,301,596
-649,-391,297,579
-693,-389,292,530
-719,-385,290,498
-763,-377,285,439
-805,-360,278,379
