-717,-426,-96,542
-716,-426,-98,543
-715,-425,-98,545
-715,-423,-96,546
-715,-422,-96,547
-715,-421,-96,548
-714,-421,-97,549
-713,-421,-99,550
-712,-421,-102,550
-711,-424,-105,549
-711,-425,-109,548
-711,-429,-114,544
-712,-437,-120,534
-717,-447,-127,518
-727,-456,-130,494
-740,-466,-130,466
-755,-476,-127,431
-770,-484,-123,395
-785,-488,-112,361
-801,-486,-94,334
-816,-470,-60,328
-826,-447,-21,339
-821,-415,32,389
-810,-401,54,423
-786,-383,80,476
-760,-369,99,523
-739,-363,106,556
-723,-362,108,577
-719,-368,103,579
-723,-377,96,570
-739,-388,84,543
-762,-395,71,507
-781,-396,63,476
-825,-391,49,403
-853,-383,42,349
-874,-374,37,307
-884,-359,38,293
